date,year,month,city,region,product,category,revenue,units_sold,cost,profit
2021-04-18,2021,4,Bangalore,South,A,Electronics,20503.22,51,13456.01,7047.22
2023-07-11,2023,7,Bangalore,South,B,Clothing,11185.49,53,8779.0,2406.49
2022-06-11,2022,6,Mumbai,West,C,Grocery,6407.27,45,3416.32,2990.96
2022-04-18,2022,4,Bangalore,South,A,Electronics,11196.01,56,8439.54,2756.47
2021-10-13,2021,10,Kolkata,East,D,Electronics,12550.85,59,7187.07,5363.78
2022-09-19,2022,9,Delhi,North,B,Clothing,10367.69,45,6395.8,3971.88
2021-01-04,2021,1,Kolkata,East,D,Electronics,10173.39,41,5095.12,5078.27
2023-07-07,2023,7,Bangalore,South,A,Electronics,14219.02,52,8066.62,6152.4
2022-01-14,2022,1,Chennai,South,D,Electronics,12633.36,54,10031.26,2602.1
2021-11-07,2021,11,Delhi,North,C,Grocery,11761.64,51,7981.63,3780.01
2021-04-25,2021,4,Bangalore,South,A,Electronics,15239.8,65,9833.56,5406.24
2022-05-23,2022,5,Delhi,North,D,Electronics,17136.67,53,9450.07,7686.6
2023-08-01,2023,8,Bangalore,South,C,Grocery,5655.19,47,4362.0,1293.19
2021-02-09,2021,2,Chennai,South,D,Electronics,12655.69,50,7210.84,5444.85
2023-06-19,2023,6,Mumbai,West,B,Clothing,8651.82,41,5662.63,2989.19
2022-08-07,2022,8,Mumbai,West,B,Clothing,12981.35,25,8548.93,4432.42
2021-12-14,2021,12,Mumbai,West,B,Clothing,20991.37,62,16310.02,4681.35
2021-04-11,2021,4,Kolkata,East,C,Grocery,4933.2,40,3670.9,1262.3
2022-11-11,2022,11,Delhi,North,B,Clothing,14131.94,70,7411.25,6720.7
2021-04-10,2021,4,Bangalore,South,A,Electronics,18623.4,65,10106.22,8517.18
2021-09-22,2021,9,Kolkata,East,A,Electronics,18451.33,54,10755.54,7695.79
2022-03-01,2022,3,Delhi,North,A,Electronics,24069.37,47,18046.04,6023.33
2023-06-06,2023,6,Kolkata,East,C,Grocery,4315.72,67,2520.98,1794.74
2023-07-26,2023,7,Bangalore,South,B,Clothing,10173.26,41,5482.11,4691.15
2023-04-01,2023,4,Bangalore,South,D,Electronics,16126.35,43,8599.27,7527.08
2023-02-26,2023,2,Chennai,South,B,Clothing,8697.28,42,4849.21,3848.06
2023-11-28,2023,11,Delhi,North,A,Electronics,29545.04,37,17976.58,11568.46
2023-01-21,2023,1,Bangalore,South,D,Electronics,12325.63,32,7178.74,5146.89
2023-08-27,2023,8,Chennai,South,D,Electronics,13472.62,68,9497.97,3974.65
2023-01-11,2023,1,Bangalore,South,C,Grocery,9016.55,50,6207.22,2809.33
2022-03-17,2022,3,Kolkata,East,C,Grocery,6007.5,46,4376.07,1631.43
2023-04-27,2023,4,Kolkata,East,B,Clothing,13471.46,61,10463.86,3007.6
2023-11-24,2023,11,Mumbai,West,B,Clothing,16773.57,39,10265.52,6508.04
2021-03-24,2021,3,Kolkata,East,C,Grocery,7401.38,57,3849.85,3551.53
2022-07-02,2022,7,Kolkata,East,D,Electronics,8780.9,37,5420.23,3360.67
2022-01-21,2022,1,Delhi,North,C,Grocery,4031.03,64,2716.45,1314.59
2021-10-21,2021,10,Chennai,South,A,Electronics,28784.88,69,18213.93,10570.95
2023-03-14,2023,3,Delhi,North,B,Clothing,14953.16,36,9998.69,4954.48
2021-11-11,2021,11,Chennai,South,D,Electronics,13932.89,32,10710.36,3222.53
2023-11-08,2023,11,Kolkata,East,C,Grocery,5599.11,53,3263.47,2335.64
2021-11-02,2021,11,Chennai,South,D,Electronics,19407.2,39,12997.47,6409.73
2021-05-04,2021,5,Kolkata,East,D,Electronics,16421.9,52,9747.37,6674.53
2022-05-09,2022,5,Mumbai,West,D,Electronics,20087.82,45,10208.36,9879.47
2022-07-02,2022,7,Bangalore,South,D,Electronics,15199.28,52,9683.59,5515.69
2023-06-23,2023,6,Delhi,North,A,Electronics,14805.89,46,7576.69,7229.2
2021-03-28,2021,3,Chennai,South,C,Grocery,7554.12,52,4757.98,2796.14
2021-04-06,2021,4,Delhi,North,A,Electronics,14086.69,52,8193.66,5893.03
2021-12-14,2021,12,Kolkata,East,C,Grocery,8004.86,48,6184.65,1820.21
2021-09-22,2021,9,Chennai,South,C,Grocery,5829.78,39,3126.65,2703.13
2022-02-24,2022,2,Bangalore,South,D,Electronics,13354.21,29,9876.82,3477.39
2023-04-08,2023,4,Mumbai,West,D,Electronics,20617.61,49,15558.58,5059.03
2022-08-23,2022,8,Bangalore,South,B,Clothing,9606.99,52,5395.89,4211.1
2021-02-18,2021,2,Delhi,North,A,Electronics,11995.82,36,9342.91,2652.91
2022-09-26,2022,9,Kolkata,East,A,Electronics,8726.25,50,6843.83,1882.42
2023-06-10,2023,6,Bangalore,South,D,Electronics,10991.6,59,7782.99,3208.61
2023-11-19,2023,11,Delhi,North,D,Electronics,28450.25,53,21153.96,7296.29
2021-05-23,2021,5,Delhi,North,C,Grocery,8059.76,44,4788.39,3271.37
2023-11-14,2023,11,Mumbai,West,C,Grocery,16792.35,44,11025.16,5767.19
2022-10-25,2022,10,Delhi,North,C,Grocery,11696.73,51,6188.98,5507.75
2023-05-17,2023,5,Chennai,South,D,Electronics,10025.3,64,7436.6,2588.7
2021-03-31,2021,3,Delhi,North,B,Clothing,11758.86,49,6824.83,4934.03
2021-04-03,2021,4,Kolkata,East,D,Electronics,12920.23,50,9142.76,3777.47
2022-12-24,2022,12,Chennai,South,B,Clothing,13029.37,63,9646.19,3383.19
2021-08-09,2021,8,Chennai,South,B,Clothing,5756.29,43,3731.59,2024.7
2023-06-20,2023,6,Mumbai,West,B,Clothing,8758.92,60,4497.5,4261.43
2022-10-02,2022,10,Bangalore,South,A,Electronics,21698.71,53,11577.91,10120.8
2022-12-01,2022,12,Bangalore,South,C,Grocery,11626.26,46,7549.25,4077.01
2023-08-20,2023,8,Chennai,South,A,Electronics,19189.4,29,13704.44,5484.96
2021-12-21,2021,12,Kolkata,East,B,Clothing,10624.91,43,6175.64,4449.27
2022-01-11,2022,1,Chennai,South,D,Electronics,14674.94,40,11374.75,3300.19
2022-03-07,2022,3,Mumbai,West,C,Grocery,10374.13,62,8061.54,2312.59
2022-07-21,2022,7,Bangalore,South,C,Grocery,4846.56,42,2442.03,2404.53
2023-06-13,2023,6,Kolkata,East,A,Electronics,9799.66,58,5331.39,4468.27
2023-01-12,2023,1,Bangalore,South,B,Clothing,12195.17,31,8546.98,3648.19
2023-04-16,2023,4,Mumbai,West,C,Grocery,3184.39,71,1937.84,1246.56
2021-09-29,2021,9,Bangalore,South,A,Electronics,20872.52,40,13801.06,7071.46
2021-03-13,2021,3,Bangalore,South,C,Grocery,10277.1,54,6232.59,4044.51
2021-11-12,2021,11,Chennai,South,D,Electronics,17539.68,59,10945.73,6593.95
2022-10-21,2022,10,Kolkata,East,D,Electronics,17463.96,58,11524.25,5939.72
2023-07-15,2023,7,Kolkata,East,D,Electronics,8475.7,44,4591.1,3884.6
2022-11-28,2022,11,Chennai,South,D,Electronics,19153.08,50,12963.44,6189.64
2021-04-22,2021,4,Bangalore,South,A,Electronics,14617.96,38,7964.16,6653.81
2023-03-30,2023,3,Bangalore,South,B,Clothing,9778.72,28,5698.99,4079.73
2022-03-24,2022,3,Delhi,North,A,Electronics,11506.39,46,8860.21,2646.18
2023-02-04,2023,2,Delhi,North,A,Electronics,12486.91,49,9259.59,3227.31
2022-11-21,2022,11,Chennai,South,B,Clothing,16507.79,49,9851.58,6656.21
2022-02-14,2022,2,Mumbai,West,D,Electronics,17733.51,33,10416.56,7316.95
2021-02-17,2021,2,Chennai,South,B,Clothing,11644.31,52,8755.14,2889.17
2023-07-25,2023,7,Mumbai,West,B,Clothing,10438.62,44,6778.87,3659.75
2023-09-03,2023,9,Kolkata,East,B,Clothing,6377.97,45,3570.85,2807.13
2023-10-12,2023,10,Chennai,South,B,Clothing,14409.75,59,9915.04,4494.71
2022-05-03,2022,5,Chennai,South,D,Electronics,17549.39,34,10985.85,6563.55
2022-07-21,2022,7,Bangalore,South,A,Electronics,15288.41,44,11043.52,4244.89
2021-08-06,2021,8,Kolkata,East,B,Clothing,7931.06,61,6121.74,1809.32
2021-03-15,2021,3,Delhi,North,B,Clothing,11913.84,53,8985.48,2928.36
2022-01-01,2022,1,Delhi,North,A,Electronics,15977.05,35,8080.42,7896.63
2022-03-08,2022,3,Mumbai,West,A,Electronics,18424.09,48,10665.9,7758.19
2021-04-25,2021,4,Kolkata,East,C,Grocery,4617.18,43,3318.39,1298.79
2023-12-28,2023,12,Bangalore,South,B,Clothing,18362.22,59,13671.08,4691.14
2023-12-30,2023,12,Mumbai,West,D,Electronics,26798.61,76,20881.95,5916.66
2022-05-04,2022,5,Kolkata,East,B,Clothing,9554.1,70,6609.64,2944.45
2022-08-04,2022,8,Delhi,North,B,Clothing,7408.14,63,4356.62,3051.52
2022-11-24,2022,11,Delhi,North,C,Grocery,11508.67,61,8637.17,2871.5
2022-12-29,2022,12,Mumbai,West,C,Grocery,19535.27,50,15160.53,4374.75
2021-09-15,2021,9,Mumbai,West,C,Grocery,7801.48,66,4619.75,3181.74
2022-02-22,2022,2,Mumbai,West,C,Grocery,5860.63,60,3778.55,2082.07
2021-02-22,2021,2,Delhi,North,D,Electronics,17521.78,51,11964.26,5557.52
2021-02-27,2021,2,Bangalore,South,D,Electronics,18191.85,41,12432.16,5759.69
2023-03-30,2023,3,Bangalore,South,D,Electronics,19502.98,50,14798.71,4704.27
2023-06-10,2023,6,Bangalore,South,A,Electronics,9745.53,62,7194.73,2550.8
2021-05-12,2021,5,Chennai,South,B,Clothing,10973.48,51,6266.72,4706.76
2023-09-07,2023,9,Mumbai,West,D,Electronics,13284.89,47,7282.17,6002.71
2021-03-31,2021,3,Bangalore,South,C,Grocery,9037.07,43,5299.93,3737.14
2023-07-03,2023,7,Mumbai,West,D,Electronics,15331.98,34,10929.68,4402.3
2021-01-08,2021,1,Kolkata,East,B,Clothing,9957.84,51,5289.09,4668.75
2022-12-09,2022,12,Delhi,North,B,Clothing,16282.37,48,8386.58,7895.79
2023-08-20,2023,8,Mumbai,West,A,Electronics,13933.24,55,9044.61,4888.63
2021-12-07,2021,12,Kolkata,East,C,Grocery,8567.45,39,4826.77,3740.68
2021-12-07,2021,12,Mumbai,West,A,Electronics,22507.61,26,16665.29,5842.32
2023-10-17,2023,10,Kolkata,East,A,Electronics,17490.22,38,13060.78,4429.44
2022-10-24,2022,10,Kolkata,East,D,Electronics,13693.74,30,7816.16,5877.59
2021-03-18,2021,3,Chennai,South,C,Grocery,7948.87,52,4533.92,3414.96
2021-06-06,2021,6,Kolkata,East,D,Electronics,9727.59,53,5975.95,3751.64
2021-08-17,2021,8,Mumbai,West,C,Grocery,8939.16,72,6133.01,2806.15
2023-06-19,2023,6,Delhi,North,A,Electronics,17817.43,73,10302.17,7515.26
2021-02-17,2021,2,Mumbai,West,C,Grocery,6133.89,55,4583.41,1550.47
2022-06-16,2022,6,Mumbai,West,C,Grocery,9026.49,48,5147.4,3879.09
2022-07-19,2022,7,Delhi,North,D,Electronics,17670.05,41,9372.59,8297.46
2023-05-09,2023,5,Delhi,North,B,Clothing,12220.21,52,9531.29,2688.92
2021-03-31,2021,3,Mumbai,West,D,Electronics,12042.42,37,8324.19,3718.23
2022-11-18,2022,11,Bangalore,South,C,Grocery,11469.84,35,7853.01,3616.83
2022-05-10,2022,5,Bangalore,South,D,Electronics,14334.81,49,8626.13,5708.68
2022-08-06,2022,8,Delhi,North,B,Clothing,11686.32,42,6613.22,5073.1
2021-01-19,2021,1,Delhi,North,C,Grocery,10420.83,59,7568.38,2852.45
2022-08-11,2022,8,Chennai,South,C,Grocery,7729.09,50,5398.64,2330.45
2022-11-29,2022,11,Delhi,North,A,Electronics,29254.37,48,17807.67,11446.7
2022-08-15,2022,8,Kolkata,East,B,Clothing,8138.23,74,6350.36,1787.87
2021-04-13,2021,4,Mumbai,West,B,Clothing,18193.53,45,10485.23,7708.3
2022-10-30,2022,10,Bangalore,South,D,Electronics,22732.15,42,11715.88,11016.27
2021-02-27,2021,2,Kolkata,East,D,Electronics,8103.26,56,5207.45,2895.81
2023-04-13,2023,4,Bangalore,South,B,Clothing,12418.09,50,6487.55,5930.54
2022-03-06,2022,3,Bangalore,South,A,Electronics,18564.25,50,12065.82,6498.43
2023-07-19,2023,7,Kolkata,East,D,Electronics,6994.39,56,4196.89,2797.49
2023-11-09,2023,11,Mumbai,West,D,Electronics,26855.11,39,20081.15,6773.96
2022-04-22,2022,4,Mumbai,West,A,Electronics,23665.64,59,15103.64,8562.0
2023-03-26,2023,3,Kolkata,East,B,Clothing,9531.15,57,6878.22,2652.93
2023-03-08,2023,3,Kolkata,East,C,Grocery,8850.63,36,4619.36,4231.27
2023-06-24,2023,6,Bangalore,South,A,Electronics,15747.59,27,7874.93,7872.65
2022-09-16,2022,9,Kolkata,East,A,Electronics,11583.22,60,8587.9,2995.32
2022-09-17,2022,9,Chennai,South,C,Grocery,8830.93,35,6834.49,1996.44
2021-05-05,2021,5,Delhi,North,A,Electronics,17848.64,49,11663.13,6185.51
2023-08-02,2023,8,Chennai,South,D,Electronics,11645.32,63,7589.87,4055.46
2021-11-06,2021,11,Kolkata,East,D,Electronics,12724.7,61,9584.55,3140.16
2021-04-26,2021,4,Mumbai,West,B,Clothing,17210.47,39,12326.23,4884.24
2023-12-14,2023,12,Kolkata,East,D,Electronics,21326.74,52,13195.08,8131.66
2022-03-18,2022,3,Chennai,South,C,Grocery,6775.9,47,3482.63,3293.26
2022-05-02,2022,5,Mumbai,West,C,Grocery,12387.5,52,7666.84,4720.66
2023-03-29,2023,3,Bangalore,South,C,Grocery,5589.68,60,2980.43,2609.25
2022-06-30,2022,6,Delhi,North,A,Electronics,11454.29,42,6563.38,4890.91
2021-04-28,2021,4,Chennai,South,C,Grocery,8204.17,53,5221.56,2982.6
2021-07-02,2021,7,Delhi,North,C,Grocery,7693.86,58,5380.05,2313.81
2022-04-23,2022,4,Mumbai,West,B,Clothing,12650.1,30,7595.42,5054.68
2021-10-27,2021,10,Delhi,North,C,Grocery,9986.65,40,5535.39,4451.26
2022-10-03,2022,10,Bangalore,South,A,Electronics,27984.19,53,20184.77,7799.43
2022-02-01,2022,2,Bangalore,South,C,Grocery,10521.17,46,7093.68,3427.49
2021-04-19,2021,4,Mumbai,West,B,Clothing,13773.94,47,7390.0,6383.94
2021-07-30,2021,7,Delhi,North,C,Grocery,6563.81,65,4978.58,1585.23
2021-01-28,2021,1,Kolkata,East,B,Clothing,6832.96,52,4051.8,2781.16
2021-06-09,2021,6,Chennai,South,C,Grocery,6358.3,58,3600.91,2757.39
2023-09-23,2023,9,Delhi,North,D,Electronics,19061.46,55,14754.83,4306.64
2021-05-01,2021,5,Mumbai,West,A,Electronics,14491.89,66,7769.08,6722.82
2023-04-01,2023,4,Mumbai,West,B,Clothing,11965.22,52,6812.34,5152.88
2022-08-19,2022,8,Bangalore,South,D,Electronics,16080.71,56,9754.59,6326.12
2023-05-08,2023,5,Kolkata,East,D,Electronics,12098.06,49,6414.49,5683.57
2021-11-15,2021,11,Chennai,South,C,Grocery,10994.67,34,7876.96,3117.71
2021-11-27,2021,11,Mumbai,West,D,Electronics,24169.18,43,19215.66,4953.52
2023-01-29,2023,1,Kolkata,East,A,Electronics,15566.55,48,10272.5,5294.05
2022-03-05,2022,3,Mumbai,West,D,Electronics,14725.19,40,8077.78,6647.41
2022-06-17,2022,6,Kolkata,East,A,Electronics,10870.14,42,6253.96,4616.18
2022-10-17,2022,10,Bangalore,South,A,Electronics,25472.83,44,16237.81,9235.02
2022-01-05,2022,1,Mumbai,West,C,Grocery,10354.33,48,7982.08,2372.24
2023-11-13,2023,11,Chennai,South,D,Electronics,15243.74,67,10081.26,5162.48
2023-07-31,2023,7,Chennai,South,B,Clothing,8382.13,56,5888.08,2494.06
2023-05-03,2023,5,Kolkata,East,B,Clothing,8793.28,51,4899.67,3893.61
2023-12-18,2023,12,Chennai,South,B,Clothing,12266.86,45,6795.16,5471.7
2022-11-23,2022,11,Delhi,North,D,Electronics,23826.08,56,16906.62,6919.46
2022-12-15,2022,12,Kolkata,East,B,Clothing,12557.45,39,7320.03,5237.42
2021-11-17,2021,11,Kolkata,East,A,Electronics,22291.41,51,11163.3,11128.1
2023-02-11,2023,2,Mumbai,West,A,Electronics,24735.59,61,17154.45,7581.15
2022-07-02,2022,7,Mumbai,West,B,Clothing,9124.79,54,4644.45,4480.35
2021-12-30,2021,12,Chennai,South,A,Electronics,27902.19,53,18011.01,9891.18
2023-10-22,2023,10,Kolkata,East,D,Electronics,10635.63,44,8344.04,2291.6
2022-10-11,2022,10,Bangalore,South,A,Electronics,21934.13,55,16363.04,5571.09
2023-09-05,2023,9,Chennai,South,D,Electronics,14088.73,51,9800.83,4287.89
2021-05-31,2021,5,Delhi,North,C,Grocery,5128.35,58,3395.14,1733.21
2022-11-20,2022,11,Mumbai,West,D,Electronics,17643.68,37,8859.38,8784.3
2021-06-19,2021,6,Bangalore,South,B,Clothing,9213.01,56,5757.7,3455.31
2023-10-01,2023,10,Chennai,South,B,Clothing,11523.39,44,7354.25,4169.14
2021-03-07,2021,3,Kolkata,East,B,Clothing,7920.44,52,4170.56,3749.88
2022-12-01,2022,12,Delhi,North,C,Grocery,12098.76,50,7703.45,4395.31
2023-05-21,2023,5,Delhi,North,B,Clothing,9429.55,48,5025.32,4404.23
2021-04-14,2021,4,Chennai,South,D,Electronics,14297.1,46,7230.23,7066.87
2021-01-15,2021,1,Kolkata,East,C,Grocery,7141.5,43,5509.12,1632.37
2023-04-01,2023,4,Mumbai,West,C,Grocery,10741.64,45,5672.05,5069.58
2023-07-10,2023,7,Mumbai,West,C,Grocery,8438.38,55,4379.32,4059.06
2023-01-30,2023,1,Delhi,North,C,Grocery,9366.87,54,7111.24,2255.63
2023-08-18,2023,8,Mumbai,West,B,Clothing,17070.36,49,12034.41,5035.95
2023-03-19,2023,3,Bangalore,South,A,Electronics,19959.72,49,13487.89,6471.83
2021-09-07,2021,9,Delhi,North,D,Electronics,11626.0,53,6469.52,5156.48
2022-07-19,2022,7,Chennai,South,A,Electronics,13222.76,50,10575.2,2647.57
2021-02-16,2021,2,Chennai,South,B,Clothing,8874.65,58,5139.52,3735.13
2021-05-06,2021,5,Chennai,South,A,Electronics,15146.15,61,10006.07,5140.08
2023-02-07,2023,2,Bangalore,South,B,Clothing,10580.84,52,5917.59,4663.25
2022-03-27,2022,3,Delhi,North,D,Electronics,12193.28,60,7568.5,4624.79
2022-06-13,2022,6,Bangalore,South,C,Grocery,7925.85,59,5566.1,2359.76
2022-08-17,2022,8,Mumbai,West,B,Clothing,16489.67,30,12959.85,3529.82
2023-03-12,2023,3,Delhi,North,A,Electronics,18697.55,48,12274.57,6422.99
2023-10-19,2023,10,Chennai,South,B,Clothing,14683.79,34,10403.33,4280.46
2022-02-22,2022,2,Delhi,North,C,Grocery,7929.61,44,5666.55,2263.06
2021-06-24,2021,6,Bangalore,South,C,Grocery,7082.57,36,4482.38,2600.19
2022-02-14,2022,2,Mumbai,West,A,Electronics,14295.63,55,7151.86,7143.77
2023-03-19,2023,3,Mumbai,West,A,Electronics,24362.88,49,14822.89,9539.99
2021-07-30,2021,7,Kolkata,East,D,Electronics,12135.33,41,6820.53,5314.8
2021-12-20,2021,12,Chennai,South,A,Electronics,18647.15,41,14782.28,3864.87
2022-09-16,2022,9,Bangalore,South,D,Electronics,12879.92,38,6848.79,6031.13
2021-03-20,2021,3,Delhi,North,A,Electronics,14539.43,51,11335.5,3203.92
2021-04-05,2021,4,Bangalore,South,B,Clothing,12701.59,65,9914.15,2787.44
2022-06-27,2022,6,Chennai,South,B,Clothing,9344.21,45,6522.58,2821.62
2023-03-04,2023,3,Chennai,South,A,Electronics,9992.13,57,5443.12,4549.01
2022-03-06,2022,3,Bangalore,South,B,Clothing,11559.98,43,7863.7,3696.27
2023-11-22,2023,11,Kolkata,East,C,Grocery,6007.43,44,3105.32,2902.11
2021-11-12,2021,11,Chennai,South,C,Grocery,11886.55,51,8554.37,3332.19
2022-01-03,2022,1,Bangalore,South,C,Grocery,8066.21,47,6120.11,1946.1
2023-10-22,2023,10,Mumbai,West,D,Electronics,37827.16,45,21630.51,16196.65
2021-04-14,2021,4,Bangalore,South,B,Clothing,9072.1,50,5490.33,3581.77
2023-03-14,2023,3,Bangalore,South,A,Electronics,13604.74,52,9479.84,4124.9
2023-11-29,2023,11,Bangalore,South,D,Electronics,21558.49,61,11921.28,9637.21
2023-09-22,2023,9,Bangalore,South,B,Clothing,11829.61,55,8331.59,3498.02
2022-06-25,2022,6,Delhi,North,C,Grocery,7010.04,34,4350.11,2659.93
2021-11-18,2021,11,Kolkata,East,D,Electronics,16479.72,39,8631.16,7848.56
2023-05-28,2023,5,Bangalore,South,B,Clothing,12202.06,57,6792.79,5409.26
2021-07-28,2021,7,Kolkata,East,C,Grocery,5486.26,44,3359.4,2126.85
2022-12-13,2022,12,Chennai,South,B,Clothing,11368.37,39,7596.61,3771.76
2023-08-08,2023,8,Mumbai,West,A,Electronics,18498.13,46,12551.52,5946.61
2023-08-20,2023,8,Chennai,South,D,Electronics,12361.07,47,8028.64,4332.43
2023-03-18,2023,3,Delhi,North,A,Electronics,21339.96,45,15626.99,5712.98
2022-04-20,2022,4,Delhi,North,B,Clothing,15817.19,52,11785.53,4031.66
2022-03-18,2022,3,Delhi,North,D,Electronics,16566.35,54,10384.79,6181.56
2022-03-25,2022,3,Bangalore,South,D,Electronics,12870.58,57,7552.2,5318.38
2021-07-11,2021,7,Kolkata,East,B,Clothing,9184.17,45,5298.49,3885.68
2022-12-18,2022,12,Bangalore,South,B,Clothing,12536.07,51,8155.15,4380.92
2021-04-08,2021,4,Delhi,North,A,Electronics,18782.41,33,13249.14,5533.27
2023-04-02,2023,4,Chennai,South,B,Clothing,12681.8,54,9571.17,3110.63
2021-04-28,2021,4,Bangalore,South,A,Electronics,12440.9,44,9113.51,3327.4
2021-07-05,2021,7,Bangalore,South,B,Clothing,9552.7,37,6467.51,3085.19
2023-02-03,2023,2,Bangalore,South,D,Electronics,7940.58,44,4209.98,3730.59
2021-10-30,2021,10,Delhi,North,A,Electronics,19889.44,39,14379.23,5510.21
2021-12-15,2021,12,Bangalore,South,B,Clothing,15069.81,54,11609.25,3460.56
2023-09-24,2023,9,Bangalore,South,C,Grocery,10160.78,43,6639.67,3521.11
2021-03-10,2021,3,Chennai,South,C,Grocery,10091.92,63,6262.0,3829.93
2023-04-27,2023,4,Kolkata,East,B,Clothing,8986.7,58,6827.95,2158.75
2022-05-14,2022,5,Delhi,North,C,Grocery,5371.4,73,3953.95,1417.46
2023-11-21,2023,11,Kolkata,East,D,Electronics,16141.68,38,9611.83,6529.84
2021-11-20,2021,11,Kolkata,East,B,Clothing,15955.72,43,10144.93,5810.79
2023-03-18,2023,3,Bangalore,South,A,Electronics,21182.91,30,15616.0,5566.91
2023-06-16,2023,6,Delhi,North,D,Electronics,8236.1,56,4842.97,3393.13
2023-10-25,2023,10,Bangalore,South,C,Grocery,9721.37,38,7350.8,2370.57
2023-06-18,2023,6,Delhi,North,B,Clothing,12003.2,49,6457.45,5545.76
2021-01-18,2021,1,Mumbai,West,B,Clothing,10741.44,47,5683.07,5058.37
2021-10-17,2021,10,Bangalore,South,B,Clothing,17420.34,50,9459.44,7960.9
2023-10-15,2023,10,Chennai,South,C,Grocery,10143.65,46,5256.23,4887.42
2023-07-09,2023,7,Kolkata,East,B,Clothing,8690.73,48,5765.84,2924.89
2022-03-06,2022,3,Delhi,North,A,Electronics,18701.32,50,10987.98,7713.33
2022-01-26,2022,1,Mumbai,West,D,Electronics,13711.84,40,10226.23,3485.61
2023-05-28,2023,5,Delhi,North,A,Electronics,18420.76,47,12310.67,6110.09
2021-02-12,2021,2,Delhi,North,C,Grocery,7952.09,40,4381.97,3570.12
2021-08-16,2021,8,Mumbai,West,A,Electronics,15760.66,57,8767.12,6993.55
2022-05-27,2022,5,Kolkata,East,C,Grocery,8438.08,69,6370.69,2067.39
2021-05-23,2021,5,Kolkata,East,B,Clothing,8041.56,59,4031.27,4010.3
2023-12-16,2023,12,Chennai,South,B,Clothing,18475.3,57,9278.43,9196.87
2023-02-23,2023,2,Chennai,South,D,Electronics,9235.05,41,5180.56,4054.49
2023-12-31,2023,12,Mumbai,West,C,Grocery,14417.04,76,10191.35,4225.69
2022-10-12,2022,10,Delhi,North,C,Grocery,12854.53,62,6949.35,5905.18
2021-08-10,2021,8,Delhi,North,B,Clothing,10635.11,59,6604.89,4030.21
2022-07-25,2022,7,Chennai,South,B,Clothing,7060.45,34,5333.05,1727.4
2023-06-13,2023,6,Kolkata,East,A,Electronics,10028.93,54,7707.14,2321.8
2021-11-19,2021,11,Kolkata,East,A,Electronics,17807.11,54,13689.62,4117.49
2023-08-29,2023,8,Bangalore,South,A,Electronics,16180.73,45,12844.79,3335.94
2023-03-20,2023,3,Mumbai,West,B,Clothing,11240.66,60,5756.09,5484.57
2022-04-26,2022,4,Mumbai,West,A,Electronics,13476.93,51,9433.26,4043.66
2023-05-09,2023,5,Chennai,South,B,Clothing,12746.23,37,8503.61,4242.62
2023-11-24,2023,11,Delhi,North,D,Electronics,21229.36,51,16366.33,4863.02
2022-01-20,2022,1,Chennai,South,A,Electronics,10580.16,54,7154.48,3425.68
2023-05-26,2023,5,Bangalore,South,A,Electronics,22826.96,64,16722.19,6104.76
2022-05-30,2022,5,Kolkata,East,C,Grocery,6102.81,44,3900.59,2202.22
2021-03-23,2021,3,Bangalore,South,D,Electronics,16864.24,33,13469.81,3394.43
2022-06-01,2022,6,Kolkata,East,A,Electronics,8525.5,59,4704.99,3820.51
2023-10-16,2023,10,Delhi,North,D,Electronics,27071.93,35,13634.1,13437.83
2023-02-07,2023,2,Chennai,South,A,Electronics,19497.05,42,11020.15,8476.9
2023-02-12,2023,2,Mumbai,West,C,Grocery,6916.01,44,4588.47,2327.54
2021-03-05,2021,3,Chennai,South,B,Clothing,13509.87,50,10638.15,2871.72
2021-01-11,2021,1,Kolkata,East,B,Clothing,10047.39,36,7697.9,2349.49
2021-05-31,2021,5,Delhi,North,C,Grocery,12080.52,50,8776.05,3304.47
2021-04-05,2021,4,Chennai,South,C,Grocery,5869.59,48,4003.38,1866.21
2023-07-09,2023,7,Chennai,South,B,Clothing,8376.14,68,4424.89,3951.25
2021-04-16,2021,4,Kolkata,East,D,Electronics,12559.45,68,6643.45,5916.0
2021-08-26,2021,8,Mumbai,West,A,Electronics,27704.33,55,14231.03,13473.29
2022-10-27,2022,10,Bangalore,South,B,Clothing,15806.47,41,8442.69,7363.78
2023-01-17,2023,1,Delhi,North,D,Electronics,12669.27,48,8770.28,3899.0
2022-05-22,2022,5,Mumbai,West,C,Grocery,9105.57,55,7057.67,2047.9
2021-01-02,2021,1,Bangalore,South,D,Electronics,12244.97,68,6543.76,5701.2
2023-04-03,2023,4,Kolkata,East,C,Grocery,5852.71,33,3192.66,2660.05
2021-02-23,2021,2,Chennai,South,B,Clothing,8237.69,52,4433.3,3804.39
2023-09-18,2023,9,Mumbai,West,A,Electronics,22645.91,47,12946.57,9699.33
2021-02-18,2021,2,Mumbai,West,C,Grocery,8823.41,52,5513.37,3310.03
2022-02-26,2022,2,Chennai,South,C,Grocery,7878.29,50,5417.27,2461.03
2023-06-11,2023,6,Delhi,North,B,Clothing,6946.56,63,4875.57,2070.99
2021-05-20,2021,5,Chennai,South,B,Clothing,9120.75,37,7192.04,1928.71
2021-04-14,2021,4,Delhi,North,B,Clothing,11266.65,57,7775.72,3490.93
2022-08-28,2022,8,Delhi,North,A,Electronics,16703.86,42,12372.86,4331.0
